battery_id,battery_formula,working_ion,elements,formula_charge,formula_discharge,max_delta_volume,average_voltage,capacity_grav,energy_grav,stability_charge,stability_discharge,material_ids,fields_not_requested
mp-1106357_Li,Li0-1Tb5Sn3,Li,"['Tb', 'Sn']",Tb5Sn3,LiTb5Sn3,0.056501643248038004,-0.556807981666667,23.150672224562836,-12.890479075585418,0.0,0.061867553518518005,"['mp-ckyqf', 'mp-cpekb']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1120722_Li,Li0-0.33CuO,Li,"['Cu', 'O']",CuO,Li(CuO)3,0.092670820263636,4.066457303333327,109.13668347616917,443.7996635832458,0.33538806666666604,0.051302997500002,"['mp-cltws', 'mp-cnhuk']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1072865_Li,Li0-1HoSn2,Li,"['Ho', 'Sn']",HoSn2,LiHoSn2,0.19396465394547802,-0.095044291666664,65.4826521739183,-6.223752292324633,0.0,0.13780751999999802,"['mp-cjbcb', 'mp-cjmuq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1101295_Li,Li0-0.5Ti2O3,Li,"['Ti', 'O']",Ti2O3,LiTi4O6,0.021761471793217,1.20776282333333,91.0359699426841,109.94986008286436,0.09642217899999901,0.097941862272724,"['mp-ckrdn', 'mp-csiqh']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1170_Li,Li0-1SnS2,Li,"['Sn', 'S']",SnS2,LiSnS2,0.031250205215589,1.560305053333333,141.22320540709495,220.35128104462152,0.0,0.09976272390625,"['mp-bta', 'mp-boyt']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1205429_Li,Li0-0.12FeO2,Li,"['Fe', 'O']",FeO2,Li(FeO2)8,0.047893792648366004,3.108079183333335,37.76497946200826,117.37654652487882,0.18618339833333303,0.201083565519995,"['mp-cqper', 'mp-cshik']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-18162_Li,Li0-0.5CuO,Li,"['Cu', 'O']",CuO,Li(CuO)2,0.083797657418261,3.000944633333334,161.4237823438877,484.42383331725796,0.15278473625000003,0.004688839500002,"['mp-bdboi', 'mp-bawo']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1185311_Li,Li0-1CrO3,Li,"['Cr', 'O']",CrO3,LiCrO3,0.010061862850069,3.713144153333336,250.63268299021829,930.6352814793764,0.40224307075000004,0.40936655516666304,"['mp-ddjem', 'mp-cplkx']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-12564_Li,Li1-2SbAu,Li,"['Sb', 'Au']",LiSbAu,Li2SbAu,0.08194248753996901,1.185891043333334,80.5796471989388,95.55868188818152,0.10481701527777601,0.0,"['mp-spg', 'mp-bszk']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-16271_Li,Li1-2CdSb,Li,"['Cd', 'Sb']",LiCdSb,Li2CdSb,0.17033242238801702,0.9475369233333341,108.04739771485889,102.37889880491049,0.110364109999999,0.038511977499999,"['mp-ckpwb', 'mp-ybv']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1176726_Li,Li1-2Fe3O4,Li,"['Fe', 'O']",LiFe3O4,Li2Fe3O4,0.11433030256512401,-0.35638757666665805,109.20899223340376,-38.92072809227064,0.0393243021875,0.280516826111112,"['mp-coyss', 'mp-crpcv']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1235941_Li,Li0-1TiO2,Li,"['Ti', 'O']",TiO2,LiTiO2,0.40757198579094506,1.5247245633333342,308.7486365741381,470.756630080265,0.15180207,0.085798818749999,"['mp-ddere', 'mp-csiif']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-11830_Li,Li1-2CeSn,Li,"['Ce', 'Sn']",LiCeSn,Li2CeSn,0.06531609885211201,0.417976833333333,98.27904258534362,41.07836300285376,0.168594930416666,0.047086038596591,"['mp-rna', 'mp-cplal']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-17754_Li,Li2-4MnF6,Li,"['Mn', 'F']",Li2MnF6,Li4MnF6,0.12719419899131001,4.014909765,272.52168764444093,1094.1499848979456,0.0,0.035589586666665,"['mp-bqvvc', 'mp-bagw', 'mp-bqzvs', 'mp-bvhnq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1222464_Li,Li6-7Mn2N3,Li,"['Mn', 'N']",Li6Mn2N3,Li7Mn2N3,0.040776684470554006,0.13298543333332902,133.684430826165,17.778081963337016,0.16138097114420002,0.13685043743774,"['mp-crojw', 'mp-crokh']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1235320_Li,Li0-0.12VO2,Li,"['V', 'O']",VO2,LiV8O16,0.022063351947752,2.783306743333331,39.97456258665856,111.26146960924706,0.13710737791666702,0.130873531933328,"['mp-dehdd', 'mp-ewait', 'mp-dbgsm', 'mp-cshki']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-18536_Li,Li0-1AgF3,Li,"['Ag', 'F']",AgF3,LiAgF3,0.078737166489472,5.103887114999998,155.99996069812107,796.2061893476463,0.0,0.05629189899999901,"['mp-bbky', 'mp-brgmp']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-18782_Li,Li0-1FeO2,Li,"['Fe', 'O']",FeO2,LiFeO2,0.077727118065087,3.9325907833333322,282.76138310534907,1111.9848090826813,0.167153275833333,0.020221913124999002,"['mp-blmi', 'mp-bbuk']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1840_Li,Li0-0.75TiO2,Li,"['Ti', 'O']",TiO2,Li3Ti4O8,0.061690256416365004,1.266085764999999,236.28476099263403,299.15677237920113,0.020207282499999,0.065526784666666,"['mp-csu', 'mp-cshkv', 'mp-csdyv', 'mp-croox']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-18687_Li,Li0-1NbF5,Li,"['Nb', 'F']",NbF5,LiNbF5,0.00302234305141,2.275217103333337,137.5567862331286,312.9715527171819,0.0,0.088132340761904,"['mp-bbqt', 'mp-brhzo']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-18767_Li,Li0-1MnO2,Li,"['Mn', 'O']",MnO2,LiMnO2,0.126617653203243,3.665036873333335,285.49314425958426,1046.3429007952495,0.168055925833334,0.015280234999999,"['mp-bdbno', 'mp-bbtv']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-18793_Li,Li0-1CrO2,Li,"['Cr', 'O']",CrO2,LiCrO2,0.063528921598051,4.045066633333332,294.72937690575327,1192.199968384586,0.18456060166665,0.0,"['mp-borph', 'mp-blle', 'mp-coyuo', 'mp-brtaw', 'mp-bbuv']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-18896_Li,Li0-3V6O13,Li,"['V', 'O']",V6O13,Li3V6O13,0.06827861343896001,2.587638883333335,150.43934361944483,389.28269513282015,0.016361282368421,0.083812208181816,"['mp-bxnli', 'mp-bcuj', 'mp-bbyu', 'mp-bfpzo', 'mp-bewtt', 'mp-bsbsh', 'mp-bukq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-18988_Li,Li1.62-2MnO3,Li,"['Mn', 'O']",Li13Mn8O24,Li2MnO3,0.007939111916712,4.666702540000003,86.03583652118262,401.50365682442794,0.06424167093333201,0.0,"['mp-breis', 'mp-breek', 'mp-brnhz', 'mp-bcci']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-18925_Li,Li4-6CoO4,Li,"['Co', 'O']",Li4CoO4,Li6CoO4,0.040195945663066,2.6714267395833353,325.7018238247244,870.0885612964295,0.09594529277777301,0.0,"['mp-bsdyi', 'mp-bqvxy', 'mp-bragp', 'mp-bqxuu', 'mp-bruhn', 'mp-bbzx']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19013_Li,Li0-1V2O5,Li,"['V', 'O']",V2O5,LiV2O5,0.073078872187342,3.205333038333333,141.94120963962638,454.96884875889225,0.011343075000000001,0.060605181875001,"['mp-blin', 'mp-bcdh']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19177_Li,Li0-0.5CrO2,Li,"['Cr', 'O']",CrO2,LiCr2O4,0.11212447085603001,2.359274233333335,153.21190519544808,361.46890016753036,0.0,0.189611718888884,"['mp-bcjp', 'mp-cuxmb', 'mp-bfqx', 'mp-cshsg']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1907_Li,Li0-1TiTe2,Li,"['Ti', 'Te']",TiTe2,LiTiTe2,0.12700316631180902,1.209791013333331,86.45415971640698,104.59146549019366,0.0,0.015745060625,"['mp-cvj', 'mp-croty', 'mp-pbx']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-18934_Li,Li0-1V2O5,Li,"['V', 'O']",V2O5,LiV2O5,0.014693703264145002,3.203716033333326,141.94120963962638,454.7393291131979,0.0,0.05088211687500101,"['mp-blkh', 'mp-bfqhp', 'mp-bcag']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19279_Li,Li0-2MnO2,Li,"['Mn', 'O']",MnO2,Li2MnO2,0.375377211173876,2.376154228333332,531.6760203980493,1263.3442239722638,0.019746214166666002,0.009601621666668001,"['mp-blid', 'mp-bluk', 'mp-blic', 'mp-bcnn']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19183_Li,Li1-2NiO2,Li,"['Ni', 'O']",LiNiO2,Li2NiO2,0.077110788854318,3.259315803333334,256.291524538212,835.3350161877873,0.27399797083333405,0.09313504500000201,"['mp-blls', 'mp-bcjv']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19338_Li,Li0-1MoO2,Li,"['Mo', 'O']",MoO2,LiMoO2,0.06014734384117801,2.412900513333331,198.7064122675441,479.45880416298166,0.20994759833333201,0.0289651621875,"['mp-bornn', 'mp-blvn', 'mp-blmz', 'mp-crpgb', 'mp-bcpu']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19308_Li,Li0-2NiO2,Li,"['Ni', 'O']",NiO2,Li2NiO2,0.37539376759112303,3.283090283333332,512.583049076424,1682.8564278241804,0.133447169444444,0.002541691000002,"['mp-bdboj', 'mp-blwd', 'mp-bcoq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19395_Li,Li0-0.25MnO2,Li,"['Mn', 'O']",MnO2,LiMn4O8,0.019039557832448,3.331042120833335,75.56345980481201,251.7050674057255,0.0,0.027308942211537002,"['mp-bcrz', 'mp-cfcob', 'mp-cfvfh', 'mp-cfcfb', 'mp-brvfk']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19394_Li,Li0-1.25VO2,Li,"['V', 'O']",VO2,Li5V4O8,0.06834331521063701,2.391421021333333,365.6746672048321,874.4820861227064,0.161385609999999,0.053815585000002004,"['mp-borqm', 'mp-bkcne', 'mp-blkl', 'mp-dxhww', 'mp-cvhrf', 'mp-bcry', 'mp-cwcnu', 'mp-cvcpl', 'mp-cayu', 'mp-coykx', 'mp-brbri', 'mp-brirl', 'mp-brxlj', 'mp-brbnm']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19340_Li,Li0-1VO2,Li,"['V', 'O']",VO2,LiVO2,0.027620072541691004,2.948688788333332,298.1875111437406,879.2621709305685,0.138130571666666,0.0,"['mp-borpw', 'mp-blhf', 'mp-cromh', 'mp-bqytm', 'mp-cujxf', 'mp-cuqvp', 'mp-bcpw', 'mp-cuppy']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-20021_Li,Li0-1DySn2,Li,"['Dy', 'Sn']",DySn2,LiDySn2,0.19143173976204403,-0.023824091666667,65.87380246660135,-1.569383508396239,0.0,0.120316506015623,"['mp-bdqb', 'mp-ckclo']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19408_Li,Li0-1V2O5,Li,"['V', 'O']",V2O5,LiV2O5,0.052290661947186005,3.4979915308333362,141.94120963962638,496.5091491956522,0.012942245000001,0.025422144062501,"['mp-blkq', 'mp-bcsm']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-20488_Li,Li0-2CrF4,Li,"['Cr', 'F']",CrF4,Li2CrF4,0.12320766596523901,3.839053890833333,377.82699054527643,1450.4981781146926,0.0061190655000000005,0.063774047499999,"['mp-beia', 'mp-brmux']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-20012_Li,Li0-2InSb,Li,"['In', 'Sb']",InSb,Li2InSb,12.895363612685856,-2.016105271666666,214.01805593998156,-431.4829308124484,0.0,1.391603484166666,"['mp-bdps', 'mp-ckkxq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19511_Li,Li3.75-5FeO4,Li,"['Fe', 'O']",Li15(FeO4)4,Li5FeO4,0.007486662302005001,3.743562981333336,216.77367640587667,811.5059103205716,0.11678318757143201,0.0,"['mp-brqjl', 'mp-bwjss', 'mp-bcwl']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19419_Li,Li0-1.25FeO2,Li,"['Fe', 'O']",FeO2,Li5(FeO2)4,0.150733664532332,3.526588973333334,347.0973277749531,1224.0696088046157,0.273916410833334,0.07778711676470301,"['mp-bliq', 'mp-brebr', 'mp-brbbk', 'mp-bcsx', 'mp-bqyow']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
